id,'checking_status','duration','credit_history','purpose','credit_amount','savings_status','employment','installment_commitment','personal_status','other_parties','residence_since','property_magnitude','age','other_payment_plans','housing','existing_credits','job','num_dependents','own_telephone','foreign_worker','class'
LON722,0<=X<200,6,all paid,education,47630,"1,00000 or Above",<1,4,female div/dep/mar,none,2,life insurance,24,bank,rent,1,skilled,2,none,yes,bad
LON723,<0,12,existing paid,new car,135080,Less than 10000,1<=X<4,4,female div/dep/mar,none,2,real estate,24,none,own,1,unskilled resident,1,none,yes,bad
LON724,0<=X<200,9,existing paid,radio/tv,86900,50000 - 99999,1<=X<4,4,female div/dep/mar,none,3,real estate,66,none,own,1,unskilled resident,1,none,yes,good
LON725,no checking,27,existing paid,new car,282700,Less than 10000,1<=X<4,3,female div/dep/mar,none,3,real estate,21,none,rent,1,skilled,1,none,yes,bad
LON726,no checking,6,critical/other existing credit,new car,27500,"1,00000 or Above",1<=X<4,2,female div/dep/mar,none,2,real estate,41,bank,own,2,unskilled resident,1,none,yes,good
LON727,no checking,15,critical/other existing credit,radio/tv,144760,50000 - 99999,1<=X<4,2,male mar/wid,none,2,life insurance,47,none,own,2,unskilled resident,1,none,yes,good
LON728,<0,18,existing paid,radio/tv,207020,Less than 10000,1<=X<4,4,female div/dep/mar,none,4,car,25,bank,rent,2,skilled,1,none,yes,bad
LON729,0<=X<200,48,all paid,business,705760,Less than 10000,>=7,4,female div/dep/mar,none,3,no known property,59,none,rent,1,skilled,1,none,yes,bad
LON730,>=200,24,critical/other existing credit,business,140250,"1,00000 or Above",1<=X<4,2,male div/sep,none,4,real estate,36,none,own,2,skilled,1,yes,yes,good
LON731,0<=X<200,24,delayed previously,radio/tv,704330,Less than 10000,<1,1,male single,none,2,car,33,none,own,1,skilled,1,none,yes,good
LON732,<0,24,existing paid,radio/tv,218570,Less than 10000,1<=X<4,2,male single,none,4,real estate,21,none,rent,1,unskilled resident,2,none,yes,bad
LON733,0<=X<200,8,existing paid,radio/tv,83600,Less than 10000,4<=X<7,4,female div/dep/mar,guarantor,2,real estate,44,none,own,1,unskilled resident,1,none,yes,good
LON734,no checking,24,existing paid,used car,286330,"1,00000 or Above",1<=X<4,2,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,yes,yes,good
LON735,no checking,4,critical/other existing credit,new car,371800,Less than 10000,4<=X<7,1,female div/dep/mar,none,1,real estate,37,none,own,1,skilled,2,none,yes,good
LON736,0<=X<200,36,all paid,domestic appliance,438900,No Savings,<1,3,female div/dep/mar,none,2,no known property,29,bank,own,1,unemp/unskilled non res,1,none,yes,good
LON737,0<=X<200,24,existing paid,used car,1271600,Less than 10000,1<=X<4,1,female div/dep/mar,none,4,car,23,none,rent,2,high qualif/self emp/mgmt,1,none,yes,bad
LON738,<0,18,existing paid,new car,481800,10000 - 49999,1<=X<4,3,male single,none,4,car,35,none,own,1,unskilled resident,2,yes,yes,good
LON739,no checking,6,critical/other existing credit,new car,743710,Less than 10000,4<=X<7,1,male single,none,3,no known property,45,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good
LON740,0<=X<200,30,no credits/all paid,business,470800,10000 - 49999,1<=X<4,4,female div/dep/mar,none,4,car,26,none,rent,2,unskilled resident,1,none,yes,bad
LON741,<0,24,all paid,new car,255750,10000 - 49999,4<=X<7,2,male single,none,3,car,32,bank,own,1,skilled,1,none,yes,good
LON742,0<=X<200,10,all paid,radio/tv,115280,Less than 10000,1<=X<4,4,male single,none,4,real estate,23,stores,own,1,unskilled resident,1,none,yes,good
LON743,no checking,21,existing paid,radio/tv,347600,No Savings,>=7,4,male single,none,3,life insurance,41,none,own,1,skilled,1,yes,yes,good
LON744,<0,24,all paid,furniture/equipment,273130,50000 - 99999,1<=X<4,4,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,good
LON745,<0,39,critical/other existing credit,furniture/equipment,1559690,No Savings,4<=X<7,4,male single,none,4,life insurance,30,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
LON746,<0,13,critical/other existing credit,business,197670,Less than 10000,<1,3,male single,none,1,life insurance,28,bank,own,2,unskilled resident,1,none,yes,good
LON747,<0,15,existing paid,new car,276210,Less than 10000,unemployed,1,female div/dep/mar,none,4,car,23,none,rent,1,skilled,1,none,yes,good
LON748,<0,12,existing paid,new car,140140,Less than 10000,<1,3,female div/dep/mar,none,1,real estate,37,none,own,1,unskilled resident,1,none,yes,bad
LON749,no checking,21,existing paid,used car,577280,No Savings,1<=X<4,1,male single,none,3,car,26,none,own,1,skilled,1,none,yes,good
LON750,no checking,15,existing paid,used car,333190,Less than 10000,4<=X<7,2,male single,none,2,car,33,none,own,1,skilled,1,none,yes,good
LON751,<0,6,existing paid,furniture/equipment,47080,Less than 10000,>=7,2,female div/dep/mar,none,1,life insurance,49,bank,own,1,skilled,1,yes,yes,good
LON752,<0,18,existing paid,new car,107360,Less than 10000,<1,1,female div/dep/mar,none,2,car,23,none,own,1,unskilled resident,1,none,yes,bad
LON753,0<=X<200,12,existing paid,business,92510,10000 - 49999,4<=X<7,2,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,none,yes,good
LON754,no checking,30,critical/other existing credit,radio/tv,634810,Less than 10000,4<=X<7,4,female div/dep/mar,none,2,car,25,none,own,2,skilled,1,none,yes,good
LON755,no checking,12,delayed previously,repairs,171050,"1,00000 or Above",>=7,4,male single,none,4,no known property,55,none,for free,2,skilled,2,none,yes,bad
LON756,<0,24,existing paid,new car,141350,No Savings,4<=X<7,4,female div/dep/mar,none,4,no known property,32,none,rent,1,skilled,1,none,yes,bad
LON757,>=200,6,critical/other existing credit,new car,142890,Less than 10000,1<=X<4,1,male single,none,1,real estate,74,none,own,3,unemp/unskilled non res,2,none,no,good
LON758,>=200,15,critical/other existing credit,radio/tv,139810,No Savings,1<=X<4,3,male single,none,4,no known property,39,none,for free,2,skilled,1,yes,yes,bad
LON759,no checking,24,existing paid,new car,153230,Less than 10000,1<=X<4,2,male single,guarantor,2,real estate,31,none,own,1,skilled,1,yes,yes,good
LON760,<0,12,critical/other existing credit,new car,76010,Less than 10000,>=7,4,male single,none,3,life insurance,35,none,own,2,skilled,1,none,yes,bad
LON761,no checking,15,critical/other existing credit,new car,554950,No Savings,>=7,1,female div/dep/mar,none,4,car,59,none,own,1,skilled,1,yes,yes,good
LON762,<0,18,critical/other existing credit,furniture/equipment,233640,Less than 10000,1<=X<4,4,female div/dep/mar,none,4,real estate,24,none,rent,2,skilled,1,none,yes,bad
LON763,<0,12,existing paid,radio/tv,243540,Less than 10000,1<=X<4,4,male single,none,3,life insurance,24,none,own,1,unskilled resident,1,none,yes,good
LON764,no checking,21,critical/other existing credit,new car,1394800,No Savings,>=7,4,male single,none,4,no known property,30,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON765,no checking,24,critical/other existing credit,new car,270930,10000 - 49999,4<=X<7,4,male mar/wid,none,3,life insurance,27,none,own,2,skilled,1,yes,yes,good
LON766,0<=X<200,12,existing paid,radio/tv,127050,Less than 10000,>=7,3,male mar/wid,guarantor,3,real estate,40,bank,own,2,unskilled resident,1,none,yes,good
LON767,<0,30,existing paid,furniture/equipment,341880,Less than 10000,<1,2,male div/sep,none,4,life insurance,31,none,own,1,unskilled resident,1,none,yes,bad
LON768,no checking,10,existing paid,used car,319110,No Savings,<1,1,female div/dep/mar,none,4,real estate,31,none,rent,1,skilled,1,none,yes,good
LON769,0<=X<200,12,critical/other existing credit,furniture/equipment,397870,Less than 10000,>=7,1,male single,none,4,car,28,none,rent,3,skilled,1,yes,yes,good
LON770,no checking,12,critical/other existing credit,radio/tv,182050,Less than 10000,>=7,2,male single,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,good
LON771,<0,24,existing paid,used car,309320,No Savings,>=7,2,female div/dep/mar,none,4,real estate,26,none,rent,1,skilled,1,none,yes,good
LON772,<0,36,critical/other existing credit,education,887150,Less than 10000,1<=X<4,3,female div/dep/mar,none,2,no known property,25,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
LON773,no checking,21,critical/other existing credit,used car,360250,Less than 10000,>=7,1,male single,none,4,car,36,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON774,no checking,24,critical/other existing credit,radio/tv,244530,10000 - 49999,>=7,4,male single,none,4,life insurance,52,bank,own,2,skilled,1,none,yes,good
LON775,>=200,12,critical/other existing credit,new car,162800,50000 - 99999,unemployed,2,male single,none,4,no known property,66,bank,for free,3,unemp/unskilled non res,1,none,yes,good
LON776,<0,24,existing paid,new car,150810,No Savings,1<=X<4,4,female div/dep/mar,none,4,real estate,25,none,rent,1,skilled,1,none,yes,bad
LON777,no checking,36,critical/other existing credit,new car,388850,Less than 10000,4<=X<7,4,male single,none,4,car,37,none,own,2,skilled,1,yes,yes,good
LON778,<0,18,existing paid,radio/tv,385990,Less than 10000,4<=X<7,4,female div/dep/mar,guarantor,1,real estate,25,none,own,1,skilled,1,none,yes,good
LON779,no checking,36,critical/other existing credit,used car,628210,"1,00000 or Above",>=7,4,male single,none,2,car,38,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
LON780,0<=X<200,18,existing paid,repairs,425920,Less than 10000,unemployed,2,female div/dep/mar,none,4,car,67,none,own,1,skilled,1,yes,yes,good
LON781,0<=X<200,39,critical/other existing credit,radio/tv,542630,Less than 10000,4<=X<7,2,male single,guarantor,2,real estate,25,none,own,2,skilled,1,none,yes,bad
LON782,no checking,24,critical/other existing credit,new car,213400,"1,00000 or Above",>=7,4,male single,none,4,real estate,60,none,own,1,skilled,1,yes,yes,good
LON783,0<=X<200,12,no credits/all paid,retraining,155100,Less than 10000,1<=X<4,2,male single,none,2,real estate,31,none,own,1,unskilled resident,1,yes,yes,good
LON784,0<=X<200,12,existing paid,new car,91960,10000 - 49999,<1,4,female div/dep/mar,none,2,life insurance,23,bank,own,1,unskilled resident,1,none,yes,bad
LON785,0<=X<200,20,existing paid,used car,711480,No Savings,unemployed,1,male div/sep,none,4,real estate,60,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON786,0<=X<200,18,existing paid,business,213510,"1,00000 or Above",1<=X<4,4,male single,none,2,life insurance,35,none,own,1,unskilled resident,1,yes,yes,good
LON787,no checking,22,existing paid,radio/tv,294250,50000 - 99999,>=7,3,male single,none,4,car,40,none,own,1,skilled,1,none,yes,good
LON788,no checking,48,critical/other existing credit,used car,302610,No Savings,>=7,4,male single,none,3,car,38,none,own,2,skilled,2,yes,yes,good
LON789,0<=X<200,48,delayed previously,education,684640,Less than 10000,>=7,4,male single,none,4,no known property,50,none,for free,1,skilled,1,none,yes,bad
LON790,<0,40,critical/other existing credit,education,659780,Less than 10000,1<=X<4,4,male single,none,3,no known property,27,bank,own,1,skilled,1,yes,yes,bad
LON791,0<=X<200,21,existing paid,business,130680,Less than 10000,>=7,2,female div/dep/mar,none,4,life insurance,39,none,own,1,skilled,2,none,yes,bad
LON792,no checking,24,existing paid,used car,694430,No Savings,>=7,3,male single,none,4,car,41,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
LON793,no checking,6,critical/other existing credit,furniture/equipment,134310,No Savings,1<=X<4,1,male mar/wid,none,2,life insurance,27,none,own,2,skilled,1,none,yes,good
LON794,>=200,24,existing paid,furniture/equipment,318120,Less than 10000,>=7,3,male div/sep,none,4,no known property,51,none,for free,1,skilled,1,none,yes,good
LON795,no checking,24,existing paid,furniture/equipment,336820,50000 - 99999,>=7,4,male single,none,3,no known property,32,none,rent,1,skilled,1,yes,yes,good
LON796,no checking,9,existing paid,furniture/equipment,253110,10000 - 49999,<1,2,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,good
LON797,<0,18,existing paid,used car,826210,No Savings,>=7,1,male single,none,4,life insurance,51,none,for free,1,skilled,2,yes,yes,bad
LON798,no checking,12,critical/other existing credit,furniture/equipment,138380,Less than 10000,<1,2,female div/dep/mar,none,4,life insurance,22,none,rent,2,unskilled resident,1,none,yes,good
LON799,no checking,24,delayed previously,new car,78870,No Savings,>=7,4,male mar/wid,none,4,car,54,none,own,2,skilled,1,yes,yes,good
LON800,0<=X<200,9,existing paid,new car,170390,No Savings,<1,4,male single,none,2,real estate,35,none,own,1,unemp/unskilled non res,1,none,yes,good
LON801,no checking,24,critical/other existing credit,education,175670,Less than 10000,>=7,4,male single,none,4,no known property,54,none,for free,2,skilled,2,none,yes,good
LON802,0<=X<200,18,critical/other existing credit,radio/tv,197450,Less than 10000,>=7,3,female div/dep/mar,guarantor,4,real estate,48,bank,rent,2,unskilled resident,1,yes,yes,good
LON803,<0,20,critical/other existing credit,furniture/equipment,469920,Less than 10000,>=7,1,female div/dep/mar,none,4,life insurance,24,none,own,2,skilled,1,none,yes,good
LON804,no checking,12,critical/other existing credit,radio/tv,107360,No Savings,>=7,4,male single,none,4,car,35,none,own,2,skilled,1,none,yes,good
LON805,0<=X<200,12,existing paid,new car,821920,No Savings,unemployed,1,female div/dep/mar,none,2,real estate,24,none,rent,1,unemp/unskilled non res,1,none,yes,good
LON806,<0,36,existing paid,new car,1019810,Less than 10000,4<=X<7,2,male single,none,1,car,24,none,own,1,skilled,1,yes,yes,bad
LON807,0<=X<200,6,existing paid,radio/tv,64900,Less than 10000,<1,3,male mar/wid,none,3,real estate,26,none,own,1,unskilled resident,1,none,no,good
LON808,no checking,12,critical/other existing credit,radio/tv,102300,No Savings,>=7,4,male single,none,4,real estate,65,none,own,4,skilled,1,none,yes,good
LON809,0<=X<200,42,all paid,used car,1021130,Less than 10000,unemployed,1,male single,none,2,no known property,55,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
LON810,0<=X<200,15,no credits/all paid,new car,195580,Less than 10000,<1,2,female div/dep/mar,none,1,real estate,26,none,rent,2,unemp/unskilled non res,1,none,yes,bad
LON811,0<=X<200,8,existing paid,business,99770,Less than 10000,<1,3,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,yes,yes,good
LON812,0<=X<200,6,existing paid,radio/tv,53240,Less than 10000,4<=X<7,3,male mar/wid,guarantor,3,real estate,28,bank,own,1,unskilled resident,1,none,yes,good
LON813,<0,36,critical/other existing credit,used car,1059190,Less than 10000,4<=X<7,4,male single,none,4,car,24,none,own,2,skilled,1,yes,yes,bad
LON814,<0,48,existing paid,domestic appliance,335610,Less than 10000,1<=X<4,3,male single,none,4,car,54,none,own,1,skilled,1,none,yes,bad
LON815,<0,48,existing paid,new car,432410,Less than 10000,4<=X<7,4,male single,none,4,no known property,46,none,for free,1,skilled,2,none,yes,bad
LON816,0<=X<200,36,delayed previously,new car,817520,Less than 10000,1<=X<4,2,female div/dep/mar,none,2,life insurance,54,none,rent,1,skilled,1,none,yes,good
LON817,no checking,6,existing paid,domestic appliance,147180,50000 - 99999,1<=X<4,1,male div/sep,none,4,real estate,62,none,own,1,skilled,1,none,yes,good
LON818,no checking,6,critical/other existing credit,radio/tv,170940,Less than 10000,4<=X<7,1,female div/dep/mar,none,2,car,24,none,rent,2,skilled,1,yes,yes,good
LON819,<0,36,existing paid,other,1744270,Less than 10000,unemployed,2,male div/sep,co applicant,3,car,43,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
LON820,<0,18,existing paid,radio/tv,147950,Less than 10000,1<=X<4,4,male mar/wid,none,3,real estate,26,bank,own,1,skilled,1,none,yes,bad
LON821,no checking,12,existing paid,new car,121110,Less than 10000,1<=X<4,3,male mar/wid,none,2,real estate,27,none,own,2,skilled,1,yes,yes,good
LON822,>=200,12,existing paid,radio/tv,331760,Less than 10000,1<=X<4,3,male mar/wid,none,1,car,24,none,own,1,skilled,1,none,yes,good
LON823,<0,36,existing paid,furniture/equipment,298320,Less than 10000,>=7,2,male single,none,2,life insurance,41,bank,own,1,skilled,2,none,yes,bad
LON824,<0,8,critical/other existing credit,new car,80410,Less than 10000,>=7,4,male single,none,4,real estate,47,none,own,2,unskilled resident,1,none,yes,good
LON825,no checking,18,critical/other existing credit,furniture/equipment,415800,Less than 10000,<1,3,male div/sep,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
LON826,<0,21,critical/other existing credit,new car,176220,Less than 10000,>=7,4,male mar/wid,none,3,car,30,none,own,2,skilled,1,yes,yes,good
LON827,<0,18,critical/other existing credit,new car,436260,Less than 10000,>=7,1,female div/dep/mar,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,bad
LON828,no checking,18,no credits/all paid,business,458150,Less than 10000,1<=X<4,2,male single,none,2,car,36,stores,own,2,skilled,2,none,yes,bad
LON829,<0,36,existing paid,used car,916850,No Savings,>=7,3,male single,none,4,no known property,47,none,for free,1,skilled,1,none,yes,bad
LON830,0<=X<200,48,delayed previously,business,734910,No Savings,1<=X<4,4,male single,none,4,no known property,38,none,for free,1,skilled,2,yes,yes,good
LON831,no checking,24,delayed previously,business,261250,50000 - 99999,1<=X<4,4,male single,none,2,car,44,none,own,2,skilled,2,yes,yes,good
LON832,<0,18,existing paid,new car,133760,Less than 10000,<1,4,female div/dep/mar,none,3,car,23,none,rent,1,skilled,1,yes,yes,bad
LON833,<0,45,no credits/all paid,business,1299760,Less than 10000,>=7,2,male single,none,4,car,29,none,rent,2,skilled,1,none,yes,bad
LON834,0<=X<200,24,existing paid,radio/tv,559240,No Savings,>=7,2,female div/dep/mar,none,4,car,42,none,own,1,skilled,1,yes,yes,good
LON835,>=200,15,existing paid,radio/tv,255970,Less than 10000,<1,2,female div/dep/mar,none,3,real estate,25,none,own,1,unskilled resident,1,none,yes,bad
LON836,<0,12,no credits/all paid,new car,119020,Less than 10000,1<=X<4,4,male single,none,4,car,48,bank,own,2,skilled,1,none,yes,bad
LON837,no checking,12,existing paid,radio/tv,97460,No Savings,1<=X<4,4,female div/dep/mar,none,2,car,21,none,own,1,skilled,1,none,yes,good
LON838,no checking,4,existing paid,furniture/equipment,66110,Less than 10000,<1,1,female div/dep/mar,none,3,real estate,23,none,rent,1,unskilled resident,2,none,yes,good
LON839,<0,24,critical/other existing credit,used car,325270,Less than 10000,>=7,4,male single,none,4,life insurance,63,none,own,2,skilled,1,yes,yes,good
LON840,no checking,24,critical/other existing credit,radio/tv,287210,Less than 10000,>=7,4,male mar/wid,co applicant,3,real estate,46,none,own,2,skilled,1,none,yes,good
LON841,<0,36,existing paid,furniture/equipment,569690,Less than 10000,4<=X<7,4,male single,none,2,life insurance,29,none,own,1,skilled,1,none,yes,bad
LON842,no checking,21,delayed previously,used car,329230,Less than 10000,1<=X<4,3,male single,none,2,real estate,28,stores,own,2,unskilled resident,1,none,yes,good
LON843,no checking,18,existing paid,repairs,213730,Less than 10000,<1,4,female div/dep/mar,none,4,real estate,23,none,own,1,skilled,1,none,yes,bad
LON844,no checking,24,all paid,business,171490,Less than 10000,4<=X<7,4,male single,none,4,car,50,bank,own,1,skilled,1,yes,yes,good
LON845,no checking,18,existing paid,furniture/equipment,376420,Less than 10000,>=7,4,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,good
LON846,0<=X<200,21,existing paid,furniture/equipment,437360,No Savings,4<=X<7,2,male single,none,3,car,35,none,own,1,skilled,1,yes,yes,good
LON847,no checking,18,existing paid,new car,743710,No Savings,1<=X<4,2,male single,none,4,car,68,none,rent,2,skilled,1,none,yes,bad
LON848,no checking,24,existing paid,new car,137390,Less than 10000,<1,4,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
LON849,<0,9,existing paid,radio/tv,150040,Less than 10000,4<=X<7,3,male single,none,4,real estate,59,none,own,1,skilled,1,none,yes,good
LON850,<0,12,existing paid,radio/tv,77990,Less than 10000,>=7,4,male single,none,4,real estate,57,stores,own,1,unskilled resident,1,none,yes,bad
LON851,<0,20,critical/other existing credit,new car,245850,Less than 10000,1<=X<4,4,male mar/wid,guarantor,2,life insurance,33,bank,rent,2,skilled,1,none,no,bad
LON852,no checking,24,critical/other existing credit,used car,444620,No Savings,4<=X<7,3,male single,none,4,life insurance,43,none,own,2,skilled,1,yes,yes,good
LON853,no checking,15,critical/other existing credit,radio/tv,161810,Less than 10000,1<=X<4,4,male single,none,4,no known property,35,none,for free,2,skilled,1,yes,yes,good
LON854,<0,18,all paid,new car,158620,Less than 10000,4<=X<7,4,male single,none,4,no known property,32,none,for free,2,unskilled resident,2,none,yes,bad
LON855,no checking,36,delayed previously,new car,1196250,Less than 10000,>=7,2,male single,none,2,car,45,none,own,2,skilled,2,yes,yes,good
LON856,no checking,24,existing paid,new car,162140,10000 - 49999,<1,4,male mar/wid,none,3,real estate,33,none,own,1,skilled,1,yes,yes,good
LON857,no checking,10,existing paid,retraining,98340,No Savings,4<=X<7,4,female div/dep/mar,none,3,life insurance,40,none,own,1,skilled,1,yes,yes,good
LON858,no checking,15,critical/other existing credit,furniture/equipment,367730,Less than 10000,1<=X<4,4,male single,none,2,no known property,28,none,for free,1,skilled,1,yes,yes,good
LON859,<0,15,existing paid,new car,435490,Less than 10000,1<=X<4,3,female div/dep/mar,none,2,life insurance,29,none,own,1,skilled,1,yes,yes,bad
LON860,no checking,9,existing paid,new car,393470,10000 - 49999,1<=X<4,1,male single,guarantor,2,real estate,26,none,rent,1,skilled,2,none,no,good
LON861,no checking,24,critical/other existing credit,used car,638440,"1,00000 or Above",1<=X<4,4,male single,none,2,real estate,27,none,own,2,skilled,1,none,yes,good
LON862,no checking,18,delayed previously,business,238590,Less than 10000,1<=X<4,4,male mar/wid,none,2,car,28,none,own,1,skilled,1,yes,yes,bad
LON863,<0,24,existing paid,radio/tv,268290,Less than 10000,<1,4,female div/dep/mar,none,4,real estate,35,none,own,1,skilled,1,yes,yes,bad
LON864,no checking,27,critical/other existing credit,furniture/equipment,497860,"1,00000 or Above",<1,4,male single,none,2,real estate,32,stores,own,2,unskilled resident,2,yes,yes,good
LON865,no checking,10,existing paid,furniture/equipment,243100,Less than 10000,1<=X<4,2,male single,none,2,real estate,25,bank,rent,1,unskilled resident,1,none,yes,bad
LON866,no checking,15,existing paid,furniture/equipment,244310,50000 - 99999,1<=X<4,2,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,yes,good
LON867,<0,18,existing paid,radio/tv,262790,Less than 10000,<1,4,female div/dep/mar,none,1,car,27,stores,own,1,skilled,1,none,yes,good
LON868,no checking,12,critical/other existing credit,furniture/equipment,366410,Less than 10000,>=7,2,male single,none,4,life insurance,42,stores,own,1,skilled,1,none,yes,good
LON869,no checking,36,existing paid,business,814990,No Savings,>=7,3,male single,none,2,life insurance,37,none,own,2,skilled,1,none,yes,good
LON870,<0,12,existing paid,furniture/equipment,71720,Less than 10000,>=7,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,good
LON871,no checking,36,delayed previously,furniture/equipment,844580,50000 - 99999,4<=X<7,2,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,yes,yes,good
LON872,>=200,6,critical/other existing credit,new car,147730,Less than 10000,>=7,1,male single,none,4,real estate,46,none,own,2,skilled,2,none,no,good
LON873,<0,24,critical/other existing credit,business,152020,10000 - 49999,4<=X<7,4,male single,none,1,real estate,26,none,own,2,skilled,1,yes,yes,good
LON874,no checking,15,existing paid,domestic appliance,96140,No Savings,<1,4,female div/dep/mar,none,1,real estate,24,none,own,1,skilled,1,none,yes,good
LON875,<0,12,existing paid,furniture/equipment,394900,Less than 10000,1<=X<4,2,male single,co applicant,2,life insurance,29,none,own,1,unskilled resident,2,none,yes,good
LON876,0<=X<200,11,critical/other existing credit,new car,145420,"1,00000 or Above",1<=X<4,4,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,none,yes,good
LON877,<0,18,all paid,radio/tv,213400,Less than 10000,<1,3,male single,co applicant,4,no known property,36,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
LON878,no checking,36,existing paid,radio/tv,395450,Less than 10000,>=7,4,male single,none,2,car,28,none,own,1,skilled,1,none,yes,good
LON879,<0,9,existing paid,new car,156420,Less than 10000,<1,3,male single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
LON880,no checking,30,critical/other existing credit,radio/tv,741620,No Savings,4<=X<7,2,male single,none,3,life insurance,36,none,own,2,skilled,1,none,yes,good
LON881,no checking,24,existing paid,used car,859540,Less than 10000,4<=X<7,3,male single,none,3,car,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
LON882,no checking,24,existing paid,used car,1020470,No Savings,1<=X<4,2,male div/sep,none,4,no known property,48,none,for free,1,skilled,1,yes,yes,good
LON883,0<=X<200,30,critical/other existing credit,new car,239910,No Savings,>=7,4,male single,none,4,real estate,36,none,own,2,skilled,1,none,yes,good
LON884,no checking,18,critical/other existing credit,radio/tv,120780,Less than 10000,unemployed,4,female div/dep/mar,none,4,car,65,none,own,2,unemp/unskilled non res,1,none,yes,good
LON885,0<=X<200,24,existing paid,furniture/equipment,446270,Less than 10000,4<=X<7,3,male div/sep,none,3,car,43,none,own,1,skilled,1,yes,yes,bad
LON886,<0,12,existing paid,education,87450,Less than 10000,<1,4,female div/dep/mar,none,4,life insurance,53,none,own,1,skilled,1,none,yes,bad
LON887,0<=X<200,24,critical/other existing credit,business,310750,No Savings,4<=X<7,4,male single,none,3,no known property,34,none,own,2,skilled,2,yes,yes,good
LON888,0<=X<200,48,existing paid,business,1723920,Less than 10000,1<=X<4,2,male single,none,2,car,23,none,own,1,skilled,1,yes,yes,bad
LON889,no checking,36,critical/other existing credit,new car,727540,Less than 10000,>=7,4,male single,none,4,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
LON890,no checking,28,all paid,used car,860640,No Savings,<1,3,male single,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,yes,good
LON891,<0,27,critical/other existing credit,business,268620,Less than 10000,>=7,4,male single,none,4,car,43,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,good
LON892,no checking,15,critical/other existing credit,radio/tv,201190,Less than 10000,>=7,4,male single,none,4,car,46,none,own,2,skilled,1,yes,yes,good
LON893,<0,12,critical/other existing credit,new car,238810,Less than 10000,1<=X<4,4,male single,none,4,life insurance,38,bank,own,2,unskilled resident,1,none,no,good
LON894,0<=X<200,36,critical/other existing credit,used car,638000,Less than 10000,1<=X<4,3,male single,none,4,car,34,none,own,2,skilled,1,yes,yes,good
LON895,no checking,18,critical/other existing credit,radio/tv,128590,No Savings,1<=X<4,4,male single,none,3,life insurance,29,none,own,2,skilled,1,yes,yes,good
LON896,no checking,36,delayed previously,used car,984170,No Savings,4<=X<7,3,male single,none,2,car,31,stores,own,1,high qualif/self emp/mgmt,2,yes,yes,good
LON897,<0,21,existing paid,radio/tv,286660,Less than 10000,<1,4,female div/dep/mar,none,4,life insurance,28,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
LON898,no checking,12,critical/other existing credit,furniture/equipment,175120,"1,00000 or Above",4<=X<7,3,female div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,none,no,good
LON899,no checking,15,existing paid,furniture/equipment,240460,No Savings,4<=X<7,1,female div/dep/mar,none,4,real estate,33,bank,rent,1,unskilled resident,1,none,yes,good
LON900,<0,18,existing paid,furniture/equipment,456830,Less than 10000,1<=X<4,2,male single,co applicant,3,car,42,none,own,1,skilled,1,none,yes,bad
LON901,<0,16,critical/other existing credit,new car,288750,Less than 10000,>=7,2,male single,guarantor,4,life insurance,43,bank,rent,1,skilled,1,yes,yes,bad
LON902,no checking,20,critical/other existing credit,new car,383350,No Savings,<1,2,male div/sep,none,4,real estate,44,none,own,2,skilled,1,yes,yes,good
LON903,no checking,36,critical/other existing credit,used car,1152470,No Savings,>=7,2,male single,none,4,no known property,42,none,for free,2,skilled,1,none,yes,good
